title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
The First Drop of Ink: Nonlinear Impact of Misleading Information in Long-Context Reasoning,"Systematic variation of hard-distractor proportion in fixed-length contexts, theoretical and empirical analyses grounded in attention mechanics, and controlled experiments",low,unknown,"The 'First Drop of Ink' effect - performance drops sharply within the first small fraction of hard distractors in fixed-length contexts, with minimal additional decline in the remainder of the range",unknown,unknown,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)",Core Retrieval and Ranking Methods
PathISE: Learning Informative Path Supervision for Knowledge Graph Question Answering,"A framework with a lightweight transformer-based estimator that estimates the informativeness of relation paths, which is then distilled into an LLM path generator to provide compact evidence for inductive answer reas...",medium,three KGQA benchmarks,PathISE learns high-quality intermediate supervision from answer-level labels by introducing a transformer-based estimator to construct pseudo path-level supervision.,unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
Knowledge Poisoning Attacks on Medical Multi-Modal Retrieval-Augmented Generation,The framework introduces imperceptible perturbations to visual inputs to manipulate retrieval probabilities. It also leverages the inherent ambiguity of medical diagnosis to design a covert misinformation injection st...,medium,five LLMs and datasets,M³Att is a knowledge-poisoning framework for medical multimodal RAG systems that assumes only limited distribution knowledge of the underlying database. It injects covert misinformation into textual data while using p...,unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),"Reliability, Safety, Privacy, and Security"
Route Before Retrieve: Activating Latent Routing Abilities of LLMs for RAG vs. Long-Context Selection,"Pre-Route framework that uses structured reasoning with lightweight metadata (document type, length, initial snippet) to make routing decisions. It involves using guidelines to elicit LLMs' latent routing ability, lin...",medium,LaRA (in-domain) and LongBench-v2 (OOD),"Pre-Route, a proactive routing framework that performs structured reasoning before answering using lightweight metadata to enable task analysis, coverage estimation, and information-need prediction.",Unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
ASTRA-QA: A Benchmark for Abstract Question Answering over Documents,"Creating a benchmark with 869 QA instances over academic papers and news documents, covering five abstract question types and three controlled retrieval scopes, each equipped with explicit evaluation annotations inclu...",medium,Academic papers and news documents,"Introducing ASTRA-QA, a benchmark for Abstract Question Answering over documents with explicit evaluation annotations to enable scalable evaluation without exhaustive head-to-head comparisons.",Unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
NyayaAI: An AI-Powered Legal Assistant Using Multi-Agent Architecture and Retrieval-Augmented Generation,"AI-powered legal assistant (NyayaAI) using a multi-agent architecture orchestrated through the Mastra TypeScript framework, with sub-agents for legal research, document summarization, case law retrieval, and drafting...",high,"Indian legal knowledge base comprising constitutional provisions, statutes, case laws, and judicial precedents","Combining Large Language Models with a Retrieval-Augmented Generation pipeline grounded in a curated Indian legal knowledge base, using a multi-agent architecture with specialized sub-agents and a compliance module.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
RFAmpDesigner: A Self-Evolving Multi-Agent LLM Framework for Automated Radio Frequency Amplifier Design,"RFAmpDesigner, a multi-agent framework with a resource-allocation middleware that reframes high-dimensional parameter tuning as a low-dimensional resource distribution problem, follows standard design practice, and em...",high,low noise amplifiers of varying complexity,A multi-agent framework that automates RF amplifier sizing by reframing high-dimensional parameter tuning as a low-dimensional resource distribution problem and using retrieval-augmented generation to reuse past knowl...,not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
Merlin: Deterministic Byte-Exact Deduplication for Lossless Context Optimization in Large Language Model Inference,"Utilizing a highly optimized, SIMD-friendly open-addressing flat hash set combined with xxHash3-64 for rapid, byte-exact deduplication of text passages and data chunks.",high,Evaluation on low-redundancy and high-redundancy datasets; integration via Model Context Protocol (MCP) across major IDEs and autonomous agents.,"A local-first, agnostic, high-throughput deduplication and context optimization engine to mitigate inefficiencies in processing redundant text data.",Not specified,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
An LLM-RAG Approach for Healthy Eating Index-Informed Personalized Food Recommendations,"A constrained RAG pipeline that constructs a food-level embedding space from FPED-derived textual descriptions, computes baseline HEI scores, retrieves candidate foods, estimates HEI impact of substitutions or additio...",medium,National Health and Nutrition Examination Survey (NHANES) and the Food Patterns Equivalents Database (FPED),A Healthy Eating Index (HEI) informed retrieval-augmented generation (RAG) framework that combines standardized nutrition databases with large language models (LLMs) for personalized food recommendations.,not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
MedMeta: A Benchmark for LLMs in Synthesizing Meta-Analysis Conclusion from Medical Studies,A benchmark with 81 meta-analyses from PubMed evaluated using two workflows: Retrieval-Augmented Generation (Golden-RAG) with ground-truth abstracts and a Parametric-only approach using internal knowledge,high,81 meta-analyses from PubMed (2018-2025),Developing a benchmark (MedMeta) to evaluate LLMs' ability to generate conclusions from medical meta-analyses using abstracts of cited studies,"Current models fail to identify and reject negated evidence, highlighting a critical vulnerability in RAG systems; LLMs achieve only slightly above-average performance even under ideal RAG conditions",yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Byte-Exact Deduplication in Retrieval-Augmented Generation: A Three-Regime Empirical Analysis Across Public Benchmarks,"The method involves conducting an empirical analysis of byte-exact chunk-level deduplication in RAG pipelines across three operating regimes, and validating quality preservation through a cross-vendor 5-judge calibrat...",medium,"Three regimes: clean academic retrieval (BeIR passages), constructed enterprise patterns, and multi-turn conversational AI. Four production APIs were used: Google Gemini 2.5 Flash, Anthropic Claude Sonnet 4.6, Meta Ll...",The main idea is that byte-exact deduplication can significantly reduce context size across different RAG regimes without compromising model quality.,unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Governing AI-Assisted Security Operations: A Design Science Framework for Operational Decision Support,"Design science research to develop a governed AI query-broker artifact that separates AI planning from operational execution through schema-grounded retrieval, approved templates, policy validation, read-only adapters...",medium,Security operations centers (SOCs) using Kusto Query Language (KQL) and Microsoft Azure security capabilities,AI-assisted operational decision support should be managed as a governed engineering capability before it is scaled as automation,unknown,partly,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
