title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
Agentic RAG-VLM: Affordance-Aware Retrieval-Augmented Generation with Self-Reflective Planning for Robotic Grasping,"Agentic RAG-VLM with three components: (1) Hierarchical Affordance-Aware RAG (HAA-RAG) encoding four-dimensional affordance descriptors, (2) Scene Graph Constraint Reasoner constructing spatial relationship graphs, an...",medium,"12-task benchmark spanning single-grasp, interactive, and long-horizon scenarios with 360 trials per configuration",A unified framework that bridges VLM-based semantic understanding and physically grounded grasp execution by integrating retrieval-augmented generation with agentic self-reflective planning.,not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
CORTEX: Token-Level Hallucination Detection in RAG via Comparative Internal Representations,"CORTEX, a token-level hallucination detection method that compares internal representations of a large language model (LLM) with and without retrieved documents, and applies post-processing smoothing for span-consiste...",medium,two RAG benchmarks and three LLMs,Tokens grounded in retrieved documents should be more strongly influenced by those documents than hallucinated tokens,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)",Core Retrieval and Ranking Methods
AGE: Adaptive-masking for Graph Embedding in Graph Retrieval-Augmented Generation,"AGE uses a Transformer in a mask-based self-supervised learning approach with a learnable node sampler that focuses on predicting nodes apart from key nodes, addressing the challenge of inefficient SSL when masking ke...",medium,four benchmark datasets with distinct characteristics,Adaptive-masking for Graph Embedding (AGE) employs a Transformer in a mask-based self-supervised learning approach to address latent feature misalignment between graph-based and text-based features.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
The Illusion of Agentic Complexity in README.md Generation: Evaluating Single-Agent vs. Multi-Agent RAG Systems,"Systematic comparison between a Single-Agent pipeline, a specialized MAS, and a developer-guided planning (DevPlan) variant, benchmarked against LARCH (a state-of-the-art baseline) and ground truth.",high,GitHub repositories for README file generation,"Multi-Agent Systems (MAS) are often adopted for software engineering tasks under the premise that task decomposition improves performance, but this needs empirical evaluation.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Evaluation, Benchmarks, and Diagnostics"
Regime-Aware Peer Specialization for Robust RAG under Heterogeneous Knowledge Conflicts,"Regime-aware peer specialization with three regimes (Grounding, Arbitration, Resistance), one same-scale peer specialist per regime, hard routing to regime-matched peers, and a dual-layer selector for token-level filt...",high,five conflict scenarios and two out-of-distribution benchmarks,"RAPS-DA, a regime-aware peer specialization framework that addresses conflicts at sample and token levels using specialized peer models and token filtering mechanisms.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
ManimAgent: Self-Evolving Multimodal Agents for Visual Education,"ManimAgent, which uses a vision-language model to score rendered keyframes after each animation converges, storing success rationales as soft Reference Examples in a positive channel M+ and validated failure patterns...",medium,Code-generation task for writing Python in the Manim library to render mathematical animations from scientific paper sections,A self-evolving multimodal agent that carries reflection experience across tasks through a dual-channel Episodic Memory Bank grown from its own task stream.,not specified,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Agentic and Multi-Agent RAG
Query-Aware Spreading Activation for Multi-Hop Retrieval over Knowledge Graphs,"A spreading-activation method expressed as a single Cypher query executed in one round-trip to Neo4j, with step weight determined by cosine similarity.",medium,"MuSiQue, 2WikiMultiHopQA","A spreading-activation method with a single per-step semantic gate that uses cosine similarity between candidate entity description and question, with fixed iterations.","On 2WikiMultiHopQA, HippoRAG and QAFD-RAG retain an advantage due to their phrase-node architectures.",yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Efficient Retrieval-Augmented Generation via Token Co-occurrence Graphs,"TIGRAG directly models topological relationships between tokens using sliding-window co-occurrence statistics, combines graph-based semantic expansion and neural reranking during inference, and introduces an iterative...",medium,three widely adopted multi-hop Question Answering (QA) benchmarks,"TIGRAG (Token-Induced GraphRAG), an efficient graph-augmented RAG framework based on a token co-occurrence Knowledge Graph.",unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)",Core Retrieval and Ranking Methods
"Little Brains, Big Feats: Exploring Compact Language Models",Benchmarking small language models in a RAG system using both open-source and proprietary datasets,medium,open-source and proprietary datasets covering diverse subject areas and question types,Investigating how smaller language models perform during the generation stage within a Retrieval-Augmented Generation (RAG) system,unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
ESOFinder: an LLM-powered tool to help users navigate ESO documentation,"ESOFinder integrates public information from instrument manuals, phase 1/2/3 documentation, data reduction pipeline manuals, the ESO Knowledge Base, and key web resources (spanning more than 3500 links and over 100 ma...",medium,"ESO documentation including instrument manuals, phase 1/2/3 documentation, data reduction pipeline manuals, the ESO Knowledge Base, and key web resources (spanning more than 3500 links and over 100 manuals)","Developing ESOFinder, an in-house chatbot powered by Large Language Models (LLMs) and Retrieval Augmented Generation (RAG) to help users navigate ESO documentation.",unknown (The paper mentions tests are ongoing to identify limitations in coverage and accuracy),yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
Know Before You Fetch: Calibrated Retrieval-Budget Allocation for Retrieval-Augmented Generation,"Calibrating sequence log-probability and prefix-logit uncertainty signals into probabilities of correctness for graded context selection, selective abstention, and explicit latency/token trade-offs.",medium,"TriviaQA, Natural Questions, MS MARCO, PopQA, Qwen/Llama family models","Formulating adaptive RAG as calibrated retrieval-budget allocation: deciding whether to answer closed-book, retrieve a compact context, retrieve a full context, or abstain based on calibrated probabilities.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Neural Procedural Memory: Empowering LLM Agents with Implicit Activation Steering,NPM framework that distills procedural skills from historical contrastive experiences into steering vectors in the activation space to directly activate task-relevant neural mechanisms for guiding task execution.,high,four agent benchmarks,"Neural Procedural Memory (NPM), a training-free framework that represents agent memory through implicit activation steering rather than explicit instructions, by distilling procedural skills from historical contrastiv...",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),General or Unspecified RAG
